,SynsetTerms
22456,"upset stomach, stomach upset, indigestion, dyspepsia,"
22457,"rubor, redness, inflammation,"
22458,"amyxia,"
22459,"carditis,"
22460,"endocarditis,"
22461,"myocarditis, myocardial inflammation,"
22462,"pancarditis,"
22463,"pericarditis,"
22464,"catarrh,"
22465,"cellulitis,"
22466,"cervicitis,"
22467,"cheilitis,"
22468,"cholangitis,"
22469,"cholecystitis,"
22470,"chorditis,"
22471,"chorditis,"
22472,"inflammatory bowel disease, colitis,"
22473,"colpitis,"
22474,"colpocystitis,"
22475,"pinkeye, conjunctivitis,"
22476,"corditis,"
22477,"costochondritis,"
22478,"dacryocystitis,"
22479,"diverticulitis,"
22480,"phrenitis, encephalitis, cephalitis,"
22481,"encephalomyelitis,"
22482,"endarteritis,"
22483,"acute hemorrhagic encephalitis,"
22484,"leukoencephalitis,"
22485,"meningoencephalitis, encephalomeningitis, cerebromeningitis,"
22486,"panencephalitis,"
22487,"sleepy sickness, sleeping sickness, lethargic encephalitis, epidemic encephalitis, encephalitis lethargica,"
22488,"west nile encephalitis,"
22489,"van bogaert encephalitis, subacute sclerosing panencephalitis, subacute sclerosing leukoencephalitis, subacute inclusion body encephalitis, sspe, sclerosing leukoencephalitis, inclusion body encephalitis, dawson's encephalitis, bosin's disease,"
22490,"rubella panencephalitis,"
22491,"endocervicitis,"
22492,"enteritis,"
22493,"necrotizing enteritis,"
22494,"epicondylitis,"
22495,"epididymitis,"
22496,"epiglottitis,"
22497,"episcleritis,"
22498,"oesophagitis, esophagitis,"
22499,"fibrositis,"
22500,"fibromyositis,"
22501,"folliculitis,"
22502,"funiculitis,"
22503,"gastritis,"
22504,"acute gastritis,"
22505,"chronic gastritis,"
22506,"glossitis,"
22507,"acute glossitis,"
22508,"chronic glossitis,"
22509,"moeller's glossitis, glossodynia exfoliativa,"
22510,"hydrarthrosis,"
22511,"ileitis,"
22512,"iridokeratitis,"
22513,"iritis,"
22514,"jejunitis,"
22515,"keratitis,"
22516,"keratoconjunctivitis,"
22517,"keratoiritis,"
22518,"keratoscleritis,"
22519,"otitis interna, labyrinthitis,"
22520,"laminitis, founder,"
22521,"laryngitis,"
22522,"laryngopharyngitis,"
22523,"laryngotracheobronchitis,"
22524,"leptomeningitis,"
22525,"lymphadenitis,"
22526,"lymphangitis,"
22527,"mastitis,"
22528,"mastoiditis,"
22529,"metritis, endometritis,"
22530,"myelitis,"
22531,"myositis,"
22532,"myometritis,"
22533,"neuritis,"
22534,"oophoritis,"
22535,"orchitis,"
22536,"ophthalmoplegia,"
22537,"osteitis,"
22538,"osteomyelitis,"
22539,"otitis,"
22540,"ovaritis,"
22541,"ozena, ozaena,"
22542,"pancreatitis,"
22543,"parametritis,"
22544,"parotitis,"
22545,"peritonitis, peritoneal inflammation,"
22546,"phalangitis,"
22547,"phlebitis,"
22548,"venous thrombosis, phlebothrombosis,"
22549,"polyneuritis, multiple neuritis,"
22550,"landry's paralysis, infectious polyneuritis, guillain-barre syndrome,"
22551,"pneumonitis,"
22552,"posthitis,"
22553,"proctitis,"
22554,"prostatitis,"
22555,"rachitis,"
22556,"radiculitis,"
22557,"chorioretinitis,"
22558,"retinitis,"
22559,"rhinitis, coryza,"
22560,"sinusitis,"
22561,"pansinusitis,"
22562,"salpingitis,"
22563,"scleritis,"
22564,"sialadenitis,"
22565,"splenitis,"
22566,"spondylitis,"
22567,"stomatitis,"
22568,"vesicular stomatitis,"
22569,"synovitis,"
22570,"tarsitis,"
22571,"tenonitis, tendonitis, tendinitis,"
22572,"tennis elbow, lateral humeral epicondylitis, lateral epicondylitis,"
22573,"tenosynovitis, tendosynovitis, tendonous synovitis,"
22574,"thyroiditis,"
22575,"tonsillitis,"
22576,"tracheitis,"
22577,"tracheobronchitis,"
22578,"tympanitis,"
22579,"ulitis,"
22580,"ureteritis,"
22581,"uveitis,"
22582,"uvulitis,"
22583,"variola vaccinia, variola vaccine, variola vaccina, vaccinia, vaccina,"
22584,"vaginitis,"
22585,"valvulitis,"
22586,"vasculitis,"
22587,"vasovesiculitis,"
22588,"vesiculitis,"
22589,"vulvitis,"
22590,"vulvovaginitis,"
22591,"meningism,"
22592,"spasm, muscle spasm, cramp,"
22593,"charley horse, charley-horse,"
22594,"blepharospasm,"
22595,"vellication, twitching, twitch,"
22596,"bradycardia,"
22597,"stokes-adams syndrome, heart block, atrioventricular block, adams-stokes syndrome,"
22598,"tachycardia,"
22599,"ventricular fibrillation,"
22600,"keloid, cheloid,"
22601,"pockmark,"
22602,"hardening,"
22603,"calcification,"
22604,"spots, muscae volitantes, musca volitans, floater,"
22605,"hyperpyrexia,"
22606,"wasting away, wasting, atrophy,"
22607,"fibrous dysplasia of bone,"
22608,"hypertrophy,"
22609,"elephantiasis scroti, chyloderma,"
22610,"filariasis,"
22611,"splenomegaly,"
22612,"overgrowth, gigantism, giantism,"
22613,"acromegaly, acromegalia,"
22614,"hyperplasia,"
22615,"periodic apnea of the newborn,"
22616,"dyspnoea, dyspnea,"
22617,"orthopnea,"
22618,"sob, shortness of breath, breathlessness,"
22619,"metrorrhagia,"
22620,"ulemorrhagia,"
22621,"irregularity, constipation,"
22622,"fecal impaction,"
22623,"obstipation,"
22624,"the trots, the shits,"
22625,"vertigo, lightheadedness, giddiness, dizziness,"
22626,"anemia, anaemia,"
22627,"wheeziness,"
22628,"withdrawal symptom,"
22629,"morale,"
22630,"anxiousness, anxiety,"
22631,"hypochondriasis, hypochondria,"
22632,"overanxiety,"
22633,"identity crisis,"
22634,"nervousness, nerves,"
22635,"screaming meemies, jitters, heebie-jeebies,"
22636,"strain, nervous strain, mental strain,"
22637,"delusions of grandeur,"
22638,"delusions of persecution,"
22639,"hallucination,"
22640,"pink elephants,"
22641,"visual hallucination,"
22642,"zoopsia,"
22643,"mental soundness, mental balance,"
22644,"sanity, saneness,"
22645,"reasonableness, reason, rationality,"
22646,"psychopathy, mental illness, mental disease,"
22647,"generalized anxiety disorder, gad, anxiety reaction,"
22648,"obsessive-compulsive disorder,"
22649,"panic disorder,"
22650,"phobic neurosis, phobic disorder, phobia,"
22651,"acarophobia,"
22652,"arachnophobia,"
22653,"gynophobia,"
22654,"simple phobia,"
22655,"acrophobia,"
22656,"algophobia,"
22657,"aquaphobia,"
22658,"astraphobia,"
22659,"automysophobia,"
22660,"claustrophobia,"
22661,"cryophobia,"
22662,"cyberphobia,"
22663,"hydrophobia,"
22664,"hypnophobia,"
22665,"mysophobia,"
22666,"neophobia,"
22667,"nyctophobia,"
22668,"phobophobia,"
22669,"pyrophobia,"
22670,"taphephobia,"
22671,"thanatophobia,"
22672,"triskaidekaphobia,"
22673,"zoophobia,"
22674,"ailurophobia,"
22675,"cynophobia,"
22676,"entomophobia,"
22677,"lepidophobia,"
22678,"musophobia,"
22679,"satanophobia,"
22680,"traumatophobia,"
22681,"xenophobia,"
22682,"ptsd, posttraumatic stress disorder,"
22683,"psychosomatic disorder,"
22684,"aberration,"
22685,"conversion reaction, conversion hysteria, conversion disorder,"
22686,"glove anesthesia,"
22687,"delirium,"
22688,"delusional disorder,"
22689,"encopresis,"
22690,"folie a deux,"
22691,"personality disorder,"
22692,"maladjustment,"
22693,"sociopathic personality, psychopathic personality, antisocial personality disorder,"
22694,"shell shock, combat neurosis, combat fatigue, battle fatigue,"
22695,"schizotypal personality, schizoid,"
22696,"major affective disorder, emotional disturbance, emotional disorder, affective disorder,"
22697,"depressive disorder, depression, clinical depression,"
22698,"anaclitic depression,"
22699,"dysthymic depression, dysthymia,"
22700,"endogenous depression,"
22701,"major depressive episode,"
22702,"neurotic depression,"
22703,"unipolar depression,"
22704,"manic disorder, mania,"
22705,"hysteria, fury, frenzy, delirium, craze,"
22706,"megalomania,"
22707,"melancholia,"
22708,"manic depressive illness, manic depression, manic-depressive psychosis, bipolar disorder,"
22709,"cyclothymic disorder, cyclothymia, cyclic disorder,"
22710,"schizothymia,"
22711,"psychoneurosis, neuroticism, neurosis,"
22712,"hysterical neurosis, hysteria,"
22713,"anxiety hysteria,"
22714,"hysterocatalepsy,"
22715,"anxiety neurosis,"
22716,"depersonalization neurosis, depersonalization disorder, depersonalization, depersonalisation neurosis, depersonalisation disorder, depersonalisation,"
22717,"psychogenic fugue, fugue,"
22718,"split personality, multiple personality,"
22719,"insanity,"
22720,"madness, lunacy, insaneness,"
22721,"dementia, dementedness,"
22722,"presenile dementia,"
22723,"alzheimers, alzheimer's disease, alzheimer's,"
22724,"pick's disease,"
22725,"senile psychosis, senile dementia,"
22726,"rhinopathy,"
22727,"wernicke's encephalopathy,"
22728,"unreason, irrationality,"
22729,"flakiness, daftness, craziness,"
22730,"psychosis,"
22731,"dts, delirium tremens,"
22732,"paranoia,"
22733,"schizophrenic psychosis, schizophrenic disorder, schizophrenia, dementia praecox,"
22734,"latent schizophrenia, borderline schizophrenia,"
22735,"hebephrenic schizophrenia, hebephrenia, disorganized type schizophrenia, disorganized schizophrenia,"
22736,"paraphrenic schizophrenia, paraphrenia, paranoid schizophrenia, paranoic type schizophrenia,"
22737,"speech disorder, speech defect, defect of speech,"
22738,"tropical sprue, sprue, psilosis,"
22739,"flaccid bladder,"
22740,"neurogenic bladder,"
22741,"spastic bladder,"
22742,"dysarthria,"
22743,"dysphonia,"
22744,"lallation,"
22745,"lambdacism,"
22746,"stutter, stammer,"
22747,"agitation,"
22748,"upset, perturbation, disturbance,"
22749,"swither, sweat, stew, lather, fret,"
22750,"tizzy, pother, fuss, flap, dither,"
22751,"tailspin,"
22752,"depression,"
22753,"vapours, vapors, megrims, blues, blue devils,"
22754,"melancholy,"
22755,"slough of despond,"
22756,"low spirits,"
22757,"elation,"
22758,"high,"
22759,"cold sweat,"
22760,"tantrum, scene, fit, conniption,"
22761,"areflexia,"
22762,"vexation, irritation, botheration, annoyance,"
22763,"bummer,"
22764,"pinprick,"
22765,"restlessness, impatience,"
22766,"snit,"
22767,"fascination, captivation,"
22768,"difficulty,"
22769,"bitch,"
22770,"quandary, predicament, plight,"
22771,"corner, box,"
22772,"hot water,"
22773,"rattrap,"
22774,"pinch,"
22775,"pickle, muddle, mess, kettle of fish, jam, hole, fix,"
22776,"dog's dinner, dog's breakfast,"
22777,"rough sledding, hard time,"
22778,"stress, strain,"
22779,"problem, job,"
22780,"situation,"
22781,"quicksand,"
22782,"recognition, acknowledgment, acknowledgement,"
22783,"favourable reception, favorable reception, approval,"
22784,"acceptation,"
22785,"acquiescence,"
22786,"welcome,"
22787,"disfavour, disfavor,"
22788,"wilderness,"
22789,"reprobation,"
22790,"separation,"
22791,"severalty, separateness, distinctness, discreteness,"
22792,"quarantine,"
22793,"estrangement, alienation,"
22794,"secrecy, privateness, privacy, concealment,"
22795,"hiddenness, covertness,"
22796,"confidentiality,"
22797,"dissociation, disassociation,"
22798,"dissociative disorder,"
22799,"discontinuity,"
22800,"incoherency, incoherence,"
22801,"disjointedness,"
22802,"consistency,"
22803,"marriage,"
22804,"melioration, improvement,"
22805,"decline, declination,"
22806,"underdevelopment,"
22807,"wreck,"
22808,"restoration, renovation, refurbishment,"
22809,"manhood,"
22810,"ripeness,"
22811,"immaturity, immatureness,"
22812,"juvenility, jejuneness, callowness,"
22813,"biosafety level ,"
22814,"biosafety level ,"
22815,"biosafety level ,"
22816,"biosafety level ,"
22817,"rank,"
22818,"second class,"
22819,"rating, paygrade, military rating, military rank,"
22820,"flag rank,"
22821,"dignity,"
22822,"noblesse, nobility,"
22823,"purple,"
22824,"pedestal,"
22825,"barony, baronetcy,"
22826,"dukedom,"
22827,"earldom,"
22828,"kingship,"
22829,"princedom,"
22830,"viscounty, viscountcy,"
22831,"ennoblement,"
22832,"prominence,"
22833,"strikingness, saliency, salience,"
22834,"conspicuousness,"
22835,"importance, grandness,"
22836,"emphasis, accent,"
22837,"stress, focus,"
22838,"preeminence, note, eminence, distinction,"
22839,"prestigiousness, prestige,"
22840,"obscurity,"
22841,"namelessness, anonymity,"
22842,"unimportance, obscureness, lowliness, humbleness,"
22843,"nowhere,"
22844,"oblivion, limbo,"
22845,"laurels, honour, honor,"
22846,"glory, glorification,"
22847,"renown, fame, celebrity,"
22848,"respect, regard, esteem,"
22849,"disesteem,"
22850,"stature,"
22851,"repute, reputation,"
22852,"black eye,"
22853,"stock,"
22854,"character,"
22855,"name,"
22856,"fame,"
22857,"infamy,"
22858,"notoriety, ill fame,"
22859,"disrepute, discredit,"
22860,"corruptness,"
22861,"shame, ignominy, disgrace,"
22862,"humiliation,"
22863,"degradation, abjection, abasement,"
22864,"degeneration, degeneracy, decadency, decadence,"
22865,"depth,"
22866,"odium,"
22867,"reproach,"
22868,"supremacy, mastery, domination,"
22869,"paramountcy,"
22870,"sceptre, scepter,"
22871,"tyranny, despotism, absolutism,"
22872,"monopoly,"
22873,"scourge, nemesis, curse, bane,"
22874,"comfortableness, comfort,"
22875,"relief, ease,"
22876,"respite, reprieve,"
22877,"solacement, solace,"
22878,"snugness, coziness, cosiness,"
22879,"convenience,"
22880,"uncomfortableness, discomfort,"
22881,"inconvenience, incommodiousness,"
22882,"uneasiness, unease, malaise,"
22883,"katzenjammer, hangover,"
22884,"wretchedness,"
22885,"wellbeing, well-being, welfare, upbeat, eudaimonia, eudaemonia,"
22886,"fool's paradise,"
22887,"wellness, health,"
22888,"ill-being,"
22889,"wretchedness, misery, miserableness,"
22890,"concentration camp,"
22891,"living death,"
22892,"woe, suffering,"
22893,"anguish,"
22894,"need, demand,"
22895,"want, lack, deficiency,"
22896,"shortage, famine, dearth,"
22897,"mineral deficiency,"
22898,"shortness,"
22899,"requisiteness,"
22900,"fullness,"
22901,"satiety, satiation, repletion,"
22902,"surfeit, overabundance, excess,"
22903,"hydatidosis, hydatid disease, echinococcosis,"
22904,"helminthiasis,"
22905,"pediculosis, lousiness,"
22906,"pediculosis capitis, head lice,"
22907,"trichuriasis,"
22908,"vacancy,"
22909,"vacuum, vacuity,"
22910,"nudity, nudeness, nakedness,"
22911,"raw, birthday suit, altogether,"
22912,"undress,"
22913,"phalacrosis, baldness,"
22914,"alopecia areata,"
22915,"dishabille, deshabille,"
22916,"shirtsleeves,"
22917,"omniscience,"
22918,"god's wisdom,"
22919,"god's will,"
22920,"perfection, ne plus ultra, flawlessness,"
22921,"dream,"
22922,"refinement, polish, finish, culture, cultivation,"
22923,"fare-thee-well,"
22924,"intactness,"
22925,"wholeness, unity, integrity,"
22926,"completeness,"
22927,"totality, integrality, entirety, entireness,"
22928,"fullness, comprehensiveness,"
22929,"works, whole works, whole shebang, whole kit and caboodle, whole kit and boodle, whole kit, whole caboodle, kit and caboodle, kit and boodle, full treatment,"
22930,"partialness,"
22931,"rawness, incompleteness,"
22932,"sketchiness,"
22933,"imperfectness, imperfection,"
22934,"weakness, failing,"
22935,"flaw,"
22936,"tragic flaw, hamartia,"
22937,"insufficiency, inadequacy,"
22938,"fatigue,"
22939,"flaw,"
22940,"flaw, fault, defect,"
22941,"hole,"
22942,"wart,"
22943,"hydronephrosis,"
22944,"amelia,"
22945,"meromelia,"
22946,"seal limbs, phocomelia,"
22947,"familial hypercholesterolemia,"
22948,"polysomy,"
22949,"progeria,"
22950,"atrial septal defect,"
22951,"tetralogy of fallot, fallot's tetralogy, fallot's syndrome,"
22952,"tss, toxic shock syndrome, toxic shock,"
22953,"waterhouse-friderichsen syndrome,"
22954,"williams syndrome,"
22955,"zollinger-ellison syndrome,"
22956,"spina bifida, schistorrhachis, rachischisis,"
22957,"spinocerebellar disorder,"
22958,"polydactyly, hyperdactyly,"
22959,"syndactyly, syndactylism,"
22960,"faultiness, defectiveness,"
22961,"rudeness, primitivism, primitiveness, crudity, crudeness,"
22962,"lameness,"
22963,"luckiness, good luck, good fortune,"
22964,"providence,"
22965,"successfulness, prosperity,"
22966,"boon, blessing,"
22967,"mercy,"
22968,"strength,"
22969,"weakness,"
22970,"success,"
22971,"big time,"
22972,"pay dirt,"
22973,"tough luck, misfortune, ill luck, bad luck,"
22974,"hardship, hard knocks, adversity,"
22975,"toilet, sewer, gutter,"
22976,"hard cheese,"
22977,"disaster, catastrophe,"
22978,"extremity,"
22979,"bitter end,"
22980,"distress,"
22981,"pressure,"
22982,"throe,"
22983,"affliction,"
22984,"victimization,"
22985,"crown of thorns, cross,"
22986,"failure,"
22987,"insolvency,"
22988,"failure, bankruptcy,"
22989,"bank failure,"
22990,"dead duck,"
22991,"solidness, solid state, solid,"
22992,"possibleness, possibility,"
22993,"conceivableness, conceivability,"
22994,"attainableness, attainability, achievability,"
22995,"latency,"
22996,"impossibleness, impossibility,"
22997,"inconceivableness, inconceivability,"
22998,"unattainableness,"
22999,"hopefulness,"
23000,"confidence,"
23001,"opportunity, chance,"
23002,"brass ring,"
23003,"day,"
23004,"occasion,"
23005,"room,"
23006,"say,"
23007,"shot, crack,"
23008,"street,"
23009,"expectation, anticipation,"
23010,"desperation, despair,"
23011,"dejection,"
23012,"nadir, low-water mark,"
23013,"purity, pureness,"
23014,"impurity, impureness,"
23015,"alloy, admixture,"
23016,"dirtiness,"
23017,"feculence,"
23018,"slump, economic crisis, depression,"
23019,"prosperity,"
23020,"softness,"
23021,"payable, account payable,"
23022,"richness, affluence,"
23023,"ease, comfort,"
23024,"sumptuousness, opulence, luxury, luxuriousness,"
23025,"mammon,"
23026,"sufficiency,"
23027,"poverty, poorness, impoverishment,"
23028,"want, privation, neediness, deprivation,"
23029,"destitution,"
23030,"penury, pauperization, pauperism, need, indigence,"
23031,"sanitary condition,"
23032,"sanitariness,"
23033,"hygiene,"
23034,"sanitation,"
23035,"unsanitariness,"
23036,"nastiness, foulness, filthiness, filth,"
23037,"dunghill,"
23038,"cleanness,"
23039,"cleanliness,"
23040,"spotlessness, immaculateness,"
23041,"tidiness,"
23042,"spruceness, neatness,"
23043,"shambles,"
23044,"uncleanness, dirtiness,"
23045,"stain, soil, grunge, grime, grease, filth, dirt,"
23046,"pollution, defilement, befoulment,"
23047,"dinginess, dinge,"
23048,"dustiness,"
23049,"grubbiness, griminess,"
23050,"sootiness, smuttiness,"
23051,"squalor, squalidness, sordidness,"
23052,"disorderliness, disorder,"
23053,"untidiness,"
23054,"unkemptness, slovenliness, sloppiness,"
